Label,Text
neutral,study exam .... bore
happiness,@ superficialgirl yeah tomato paste oil traditional sandwich .. eat some olive maltese cheese yum !
worry,@ youmeatsix haha love audition new album
happiness,"@ paulbaan hello paul , nice hear someone listen some interesting thought from # kaashoek # unisy . patel from doculab next"
worry,@ james_a_hart ah .. birmingham ! remember be there wrox day
love,love mortal combat right now !
happiness,home from work good night epic dude dudette
surprise,& quot ; shhh .. & quot ; stuff finally all do !
happiness,@ adamcrooklyn good morning broham
neutral,"@ sarahkover 's black market material right there , friend !"
relief,"wellllll , do most homework . kind finish editing . ' m not as tired this morning as thought would be"
happiness,"@ sierrasnowboard under week delivery oz , awesome product , awesome price . parcel today make day"
neutral,"@ runningfrommich , & lt ; x9999999 ."
happiness,@ walkaboutgroup fun guy ! we be about day behind
worry,"novos follower http : //migre.me / sfn sorry , account be head have be suspend due strange activity . strange ï¿½ ï¿½timo"
happiness,"@ joaocalistro mine be good , wet but good"
love,@ markhoppus cute twit potuguese !
fun,@ stevehealy shall post notice town us cork lady know watch out ! ! lol have fun then ? ? seven be business ! ! ; )
fun,bahaha love @ rachmurrayx twitter last night . drunk . lol
neutral,again .. check out http : //www.myspace.com / therealfunkymonkey .... these guy rock this one too http : //blip.fm/~5jkbc
sadness,wake up this morning line & quot ; make this half - pony half - monkey monster please but get feeling do not like & quot ;
fun,"have an eventful weekend nice week off , look forward final chill out day"
love,@ lisa_graham yerrrr sameee haha its way he play edward thinkk mmmm
worry,"@ kiranchetrycnn kiran , sorry about ur bad land ' g : hope ur neck feel well . at least , do not break like jd . btw , ur fine shape ."
love,love nice weather : exam
anger,"wakey wakey lemon shakeyyyy ! haha , goin ' schooliooo ! 's raining ! ! ( ugh ! ) guess where wish can be right now .... california ! ? ? ?"
neutral,go into liverpool soon
happiness,happy b - day sharon
enthusiasm,@ jgm22 hope some pic share ? - & amp ; hope your monday be not too rough today
neutral,@ geirfreysson dad just buy both these they be tricky language tho
surprise,@ jeffsgrippen use be ! ! ' ve do few different job yj . currently ' m court officer
relief,"wake up finally after long night out , tea , toast tv come up ..."
fun,"richelle mead succubus blue - fabulous read ! very entertaining , lot fun interesting too ! ! next please .."
relief,"@ natface ah yes track also compilation , kenny roger"
neutral,@ newy_shortstack yeah if do go will be go second one aswell
neutral,be back
happiness,@ hot_music_news thank
fun,@ decryption awesome ..
worry,"gooooooodmorne world ( : god bless , great day !"
worry,@ mateocamargo way buy today aswell now twice cos pre order aswell cya later x !
surprise,"woohoo 69th ( oh er ) place / category behind ... not bad gear , big wheel , no suspension no training ! !"
fun,@ donolooloo feel like tweet no reason . um hiiiiii .
love,more thank # ff shout @ applemacbookpro @ aefpix @ brienpeter @ dianarusso heap more . sry will be here all night now realise
enthusiasm,@ andrewgoldstein just pre - order your new album ' off deep end ' . be listen ' permanent heart ' repeat since .
fun,station morning show ... then gym .... but this damn paper have crazy any taker ? ! ? anna lmfao
happiness,get ready first & quot ; real & quot ; day work five month ... word encouragement be welcome
worry,@ imajicart same thing happen all time
neutral,"@ alllyy _ yes know , gross , haha I m well then they all"
happiness,@ adam__carter good film
neutral,"jamie sean cody , up some angry sex ? : jamie sean cody , would not piss this one off hey there guy , do .. http : //tinyurl.com / ddyyd6"
happiness,"@ fluffdoodle lol , triplet . haha ' m glad morgan get bag even if she do not ride ride"
love,"' m love twitter more & amp ; more lol back off gauler , get this more"
relief,ha english portfolio ! ! ! finally finshe annnd ! comm final . you re half do ! whoa : 44am time sleep . night
love,bye bye now lovely tweeter especially follower
happiness,"@ youngandfoodish thank see your comment chew aerobic , really tickle"
happiness,@ alyssa_milano good morning alyssa ! ! hope great wonderful day today I m happy cuz today last day class ! ! yay ! !
relief,@ parisandparadox do not worry just sleep .
happiness,rather excited about hospital placement start monday . get give needle take blood
happiness,@ liannaknight : we can not wait see ! this week can not go fast enough !
neutral,"@ mikeseymour keep long , people can ffwd if they like ( now , if do aac w/ chapter marker ..."
happiness,sit at audi joburg fashion week cast . many lanky people one place ! almost . lol . good luck everyone xx
sadness,1st period . hate this class . can not wait until ' m home ! ! ! ! ! ! ! ! ! will happy person world wen ' m home ! ! !
happiness,"yoga school , what could be well ?"
happiness,its birthday ..... happy birthday ! ! ! !
love,@ nathandevonte looooooooooooool thank
happiness,follow by great super mazembe . one favorite around here http : //blip.fm/~5jkbp
neutral,@ aggieduchess10 goooood luck !
fun,get her new double yellow volkswagen beetle . happy star war day .
love,momma comin 2night 2morrow tennis day p ? nar yuppie
enthusiasm,just wake up : o mum singe her new gn ' r cd replacement buy because I m good daughter
neutral,"@ suddentwilight yep , be all right do not mean monk 's ( as photo take by ) well photography"
neutral,@ mrsblankenship can follow can dm ?
love,feel love pizza girl ... now eat pizza everyday
fun,work from home office today catch up everything except twitter
fun,one new follower
love,"who girl see , stare straight back at , when will reflection show who be inside ..."
neutral,@ sethhs23 haha do mate btw see film call american history star edward norton
worry,hahah . love they !
worry,hang out @ tomlazar berlin jarn guy . http : //yfrog.com/8c36ej
neutral,"@ artinvest hope , no promise they all kid dog at moment , couple flower too"
neutral,@ lewischris may we be humble but bold christ ! lisa ..
neutral,@ kyriik love too
fun,@ shortyyyy aww how cute ! have love bathroom http : //twitpic.com/4jez4
neutral,I m just up : -| its : : o i m lazy thank god its bank holiday
neutral,"@ saachiex3 really ? sup , boom ?"
fun,@ girltrumpet because its like ten time well than this place xd its beautiful fun they gold coast hot dog ! ! xd
hate,@ david_henrie no silly goose !
neutral,@ lilyginny27 please let know if allright de need know but first just wake up little enjoy cofee xx
sadness,@ seoulbeat romance zero funny
sadness,finish mtml assignment but do not like at all . feel like miss lotsa point but word limit . hmmpph !
sadness,be not sore yesterday . but ' m definitely feel those hill now ! leg hurt all way up booty . its good hurt
enthusiasm,@ evilgaytwin hope like your new sit nav
neutral,facebook group : world leader http : //www.theatlantic.com / a / facebookhumor.mhtml
neutral,still amazed at awesomness last night . discussion be great ! look forward great week ! only 10days until go home
neutral,@ carlyyoliver goood
relief,"@ bjds yeah do , explain everything"
enthusiasm,go to get ticket las vegas today . get to check milage . can not wait till august
happiness,good morning everyone hope all great day even though monday keep smile
worry,@ zoopedup notice we be at begin what may be bad recession since be
neutral,he will be here less than hour
happiness,"@ tsarnick ' m very passionate about interest go above beyond mean , ' ve follow wiggle , right ?"
happiness,new word day : & quot ; whoore lure & quot ; yes ... new word cologne . thank mike harding
happiness,"get up , go outside plant few flower watch lee evans dvd . who know bank holiday be fun"
neutral,@ mandacrow good morning !
love,@ mattbeesley why thank . might just take up your offer
happiness,at school . everyone before first classs day day .
worry,"@ hintswen oh .. hope they will throw something useful at next time .. actually no , hope will not bump into they again heh"
happiness,' m off costco bit print off more photo photobook
happiness,@ mbburn 's great news
neutral,@ hi_sweetye hope
empty,@ iantalbot who be say vive le difference only other day ? ; - )
love,@ azreid be not here . hope be still rest . do not want be stress .
worry,"http : //www.facebook.com / page / hellotxt/ this message post hellotxt facebook fan page through hellotxt , check out"
happiness,happy star war day ! ! !
neutral,"http : //www.facebook.com / page / hellotxt/ this message post hellotxt facebook fan page through hellotxt , check out"
worry,@ bournemouthecho ' answer postcard ' ? ! what century be ?
surprise,@ kevin_puentez sikkkeee ! ! ! get bose headphone $ today
relief,get ready first day at new job
neutral,@ j_stathamfans1 sure be dedicate ... get to love ! ! ! great & amp ; productive day
enthusiasm,@ neenz bye ! ! great meeting !
neutral,@ fredwilson ' m currently use microplaza which find via link comment your blog http : //bit.ly / abrjp
love,"@ eawalker00 no ! would like this ! yesterday , talk alyso stoner xd benton send private messae coment here !"
relief,@ katherinewhitby gooooooooood I m not complete nut case then
hate,@ hesa 's definitely worth ; art not withstand hate move ; hate pack even more ..
sadness,@ sensualbodyrubs hope get your car today hate anything stop from work ; )
neutral,@ agary2 's trashy sensationalist ... yes
neutral,"@ annebb well , can print cy_k not cymk"
neutral,@ siftedbit ' m save up three burner weber next year
sadness,( bye ) plurk out muna . will be back when I m do read book http : //plurk.com / p / rq9c7
worry,rosie vet . routine shot bordatella .
empty,walk from teignmouth dawlish http : //twitpic.com/4jf4k
happiness,"radio : active never get old never will this 4th time listen cd ( its repeat ) today , still love ! = d"
happiness,@ theolifant de wereld need more ppl like ! ; )
love,@ twilightrockz1 thank ! ( follow back )
relief,"@ evan doh , from 1st response ' m guessing ' ve see already"
surprise,@ sarah_x_atl mean jack barakat 's ? ! wow ever go his house ? hehe mean ur ssoo lucky address !
neutral,"@ amy_e_w thank , ill try not !"
neutral,@ allisonnazarian oof . perhaps 's time start # moronmonday shout - out meme
love,"yay , watch supernatural .. great way end hard day . miss jesse ."
worry,try all shoe new look
neutral,@ dylzwexford perhaps they see as twitter version pull someone 's pigtail ? let know if work out .
love,sister just call ... she be officially labor ! look like anna josie be get new cousin today ! ! ( this one girl ! )
empty,@ toddcnichol ~congratulation daddy
hate,@ samstreet69 back lovely land north
fun,back work ! how doin ?
fun,' look at tadpole ' ... ' no ! ... look at ! ! ! ' ... foolish dog http : //yfrog.com/05ixbj
happiness,its bank holiday ! ..... if be happy know clap your hand !
neutral,"@ brendandawe yeah , work well as command"
happiness,@ jimhunt smile one your avatar permanent condition ?
neutral,be bored . : | any idea 's nice site ?
neutral,@ msmoss can still read them ...
neutral,people arnt brainy . well no not really teacher put powerpoint book help alot !
hate,morning twitterbug ... nothing like loooooooooong lie - in ! !
fun,go out dinner ... just two we ... niceeeee
happiness,@ 30secondstomars itï¿½s no voting vs anything simple but true : yr * strong * cover well w/o * look through pink glass * !
neutral,@ andychapman09 sound nice downloaded twitterena . lol
relief,@ stevencohmer yes like vid
neutral,present today ... hope lead ability move up one day
happiness,@ sarahhlouisee thankyou how ur night ?
sadness,will be practice smile today - it be gunna be big !
surprise,@ lyssaloveless wish they reply we . july will be utterly amazing !
neutral,@ darrynlyonsmrp 's tough life lead !
sadness,download chex - quest ! be about year sin 's final release say ? your right !
worry,"@ fobchick08 lucky girl . tell all about , ' kay ?"
neutral,go school . leave stuff .
happiness,@ newyorkchica understand pre - coffee tweet ' m good
enthusiasm,good morning sunshine tiime $ chooool lol bbl `
relief,recover from an italian cruise mediterenean
love,"off . good star war day , fonz day , dance taco day , whatever celebrate , be all good !"
happiness,"@ filce haha know , can not handle fame ! thank !"
love,"@ dederobb wow ! nice roar , see good thing your future"
love,@ kat_kittykat 's very nice he .
empty,way too school . be back later ...
worry,@ sasalove bahaha .. weekend be just too short .. esp when be nice out ! wan na stop time like evie outta this world ! morning !
worry,"@ ricerabbit look like ' ve have another culinary success , sarah ."
happiness,happy monday up about go tavare today . hope everyone have bless day !
worry,@ chriscuomo do not do ' ve see enough movie & quot ; know & quot ; something terrible will happen ... lol
neutral,1st day master cleanse ... wish luck
love,"honestly last night be amazing , everything be perfect"
worry,@ pinkleopardprnt word ! ! ! ! !
worry,"coffee brewing , this # musicmonday morning ' m # listen fray ... here be good week"
worry,go see hannah montana movie wiv jodie friday be well good but feel nasty laugh at lil girl cry lol
happiness,@ hannbob http : //twitpic.com/4jf46 hehe cute pose there
love,wake up after talk phone amazing friend all night long . eye stomach be only one complain . love boy .
surprise,@ tara_louise lucky . there be mystery ingredient as well
fun,"@ ambermatson muahahahhahaha ... well , maybe they think ' m crazy or something . not scared @ williambloody yet though"
empty,"ok , send message ask set blog live will not work ( link develop website ) ! take tip from @ natazzz be patient !"
happiness,"@ modofly omg lol ! this fun , tnx post this"
neutral,@ venkateshkumar very true . will write they see ipl
neutral,@ willyemai indeed !
neutral,@ ohmyaly do find any ?
relief,@ tommcfly but be worth xxx .
neutral,ac getting instal today
neutral,"' m going be do fafsa form today . hope help out ann arbor detroit metro area computer , art , design ."
worry,@ fawnbzee
neutral,# volvicchallenge tesco drop off bottle today prop do bank holiday
neutral,again tonight
happiness,"http : //twitpic.com/4jfa8 new baby cousin , olivia . pound , inch . perfectly adorable ."
sadness,what can twitter do
neutral,@ lizajbeck no argument there
anger,"@ olafsearson lol could try ! seriously tho , do not do all ! suck ! xx"
relief,@ chiacy that s much well than flu syndrome !
empty,wait mom get home
surprise,"@ foxykaty haha , its cos one your ' tweet ' be smile smile smile , quote boy reply"
worry,@ sharagrif what riot .. now can tell be friend ' ve get chlamydia .. but be hope get pox - syphilis soon
happiness,just have lovely lunch curry rice mussel baby octopus yum
surprise,@ a12291994 be lame go make breakfast ! !
neutral,"@ shawtyslim lol , ' m sorry !"
neutral,@ ajaymohanreddy 's time face truth expat indians be practically americans .
enthusiasm,@ josh909 thank ... do guy showroom as well ? want chk they out flesh . quite cool lamp wife impress
neutral,"@ michaelmagical will definitely pray , bath thank"
empty,today be sooo boring school . be sleep all time
love,do not know guy radio disney much energy . would not be able do & lt ;
fun,make some beat
worry,blogging -- http : //13tolife.us/ mention link contest where might just win free book or two !
surprise,"forget an ec2 machine running day , get $ bill . amazon teach get organize fair price"
surprise,"@ creative_home yes would be perfect . be suppose happen , last night , still dry . usually happen as head appt ."
sadness,get an english again yay .. but d- math
empty,who want spoil end they ?
neutral,"@ dfapam /you do .... / this response which , tweet from over weekend ?"
worry,day till can not wait .
fun,"@ protoslag well , look who be tweet ."
neutral,@ josephadamx3 watch belong ? by lovely sister kiddin .
neutral,@ bigeyedfishie good news about tooth !
surprise,@ killelbunnio what be deal .
neutral,@ backyardpoultry good morning too ! hope well weather today .
enthusiasm,upload video geje di youtube http : //plurk.com / p / rqaoe
relief,nvd be sit
worry,"@ britneyspear hope if be run up stage one day , u would not kick off . & amp ; would booty pop ."
empty,@ lisa_d zwarte maillot
hate,"if this rain do not go away , ' m stay bed all week til mommy get here"
neutral,anywho I m have an early night good night twitter world .
empty,"@ lp_laura_lp ok thanks help ! hope they respond soon or later , then ! thank !"
fun,"@ mattlewismusic lol we be go place call frostie its soft play centre knacker they lol , then get peace gym lol"
happiness,"@ skinnylaminx see whole lot your stuff at africa joy casterbridge farm , white river mpumalanga.wa quite thrilled see ur stuff"
worry,I m be go send some twit some folk ...............
neutral,do ever catch yourself do something really really nasty public play off ? do
fun,"do not stop believe remix ? sure , why not ? sacrilege http : //blip.fm/~5jkpz"
worry,"@ therecordlife wow . safe trip back home we be all beg , please come back bloomington as soon as can !"
love,here why like jean http : //tinyurl.com / csbo8s
relief,"hereby announce be ... employ ! could not be happy , alhamdulillah !"
happiness,"@ phil1612 download iemoticon from appstore . , 79ï¿½ . but cool"
happiness,"oh gosh , close finishing song ! can not wait !"
sadness,bored . wait till : go out tha bus
hate,"@ ruimoura dude , come ... at least rotate motherfucker !"
love,"love start fresh new week , ' t when be motivate most"
love,good morning little twitternut squash how be all today ? what s weather like where be ?
love,@ wendytgibson happy monday !
sadness,"back , have great mad monday meeting tomorrow"
relief,sleeeeeeeepy .... ' m off ... goodnight twitterverse !
empty,@ richardpbacon good choice
happiness,@ sirlp be just because be may 4th . may force be etc . ' ve got know your star war really appreciate
happiness,can not help look at twitter page drool all over custom bg : http : //twitter.com / galvao
happiness,nothing like charley biggs chicken : 53am
neutral,just get home . errrr ... v.luna hospital far . : |
fun,monday morning could not exist if be not some hot tea .
fun,@ bmartha hello there !
happiness,happy # juddday everybody !
neutral,online !
happiness,good morning world .
neutral,@ moonsgirl be guest
love,@ erguncaner thank morning laugh . be just too funny
happiness,@ apattys ... yes . be what say .
love,"@ wendyandjay here we be ! unofficially , course , but we be provide all info could want geelong football club !"
happiness,first compree over .. complete exam hrs instead allot
neutral,@ anaalove yayy will can help I m do english homework which have do during holiday & gt ; . & lt ;
relief,finally .. 's rain delhi
happiness,@ bigeyedfishie be amazing ! ! ! have good time hope have good weekend too .
love,hello twitterfon . ' m glad be back
happiness,@ shortyyyy be only $ . curtain two rug make bathe exciting hahaha !
neutral,@ danderma always be your self thing will go without no problem do even try hard be your self ... just be ... smile
surprise,@ lauraaaaah group people nake woooh
love,@ taylorswift13 wish be london see . be like big dream meet iloveyouuu & lt ;
happiness,excited about cwpm tomorrow .. only one member go but still its good start
sadness,"old internet fairly boring today , nothing new"
love,@ lizzieiscool thank
worry,"just arrive office .. be prepare myself very busy day , listen debussy .... those song always make feel well"
relief,sooo glad I m home floridia be fun ! ! back atl . time sleep .... then back up work ! ! ! constant grind .
love,@ getkaizer thank ! ! ! be ballroom dance competition
relief,"@ robpattinson _ hope film go well ' m new whole & quot ; twilight phenomenon & quot ; , they could not pick well & quot ; vampire & quot ; !"
happiness,hello thereeeeeee
sadness,@ dbdc lol ! hate when happen ! ! all hype up its over before know ! lunch sound nice .. hope nice time .
love,@ kimkardashian love kim kardashian watch your tv show keep up kardashian ur bless good look
relief,off bed . only one more day leave at school before get go holiday . yay ! ! finally . be get sick school ... lol !
happiness,@ thriftymommy enjoy see everyone present saturday at clark howard event especially pre - clark speaker
happiness,just get school . goin cinncinatti wednesday !
happiness,' m pump day !
fun,"@ dojie would not cost quite bit , mean fly pizza from china ? nice fusion idea may experiment"
happiness,@ christinerabel ha ha surprisingly well consider ! ! have good time sun up mountain
happiness,good morning everyone . ! . ! . time work
worry,"@ nm be fine try kill off bot retweet bid be least popular person twitter . btw , who be ? ?"
neutral,day count
worry,kill people no not realy o.o just bored although do sound like fun
sadness,"school , we be go to learn how use skype"
relief,"push have start , not long before new # starwarsday baby bear"
love,excite how jon do will do today good luck guy ; )
worry,@ gjr02 can not work out if be into diesel or rice burner .
love,"@ geekysteph exactly ! well , ' m off pick sister up . speak later ! enjoy your afternoon pub shelving ! ! lol xx"
love,when live spain .. can never take hot shower grant .. luckily nice friend across street
happiness,@ f1_lou hahah hopefully ! enjoy your day
surprise,"@ fredwilson ' ve hear disgruntled investor , but calling & quot ; hoe & quot ; ? seem totally out line"
neutral,check out this funny movie http : //tinyurl.com / d3qwar
worry,@ greggrunberg http : //twitpic.com/4jdtj safe journey back home hope come back soon
worry,"sinus infection ) : damn brother . anyways , night"
neutral,watch intense amount gossip girl
happiness,"@ babygirlparis hope great weekend , paris"
worry,geography be an exam today ! but turn out well omg wednesday will english exam xd woul would be very nervous ...
neutral,@ chriscuomo http : //twitpic.com/4jf4 m very interesting head gear . lol .
neutral,"@ kennethruelan well , maybe can always head cnt . be sure save some !"
fun,"@ rowansingh depend where your drinking , what your drinking , how many mate . joke fail"
love,think will go enjoy sun 's ray again ... love be off work
happiness,be help ex - student uni assignment via skype .... get to love connected world . now sudye ' game design ' . even well .
neutral,eastie can go there anytime
neutral,have an hour leave revision
neutral,"good afternoon all . sort technical glitch . rainy bh monday lazy day , then daughter their menfolk round roast dinner"
surprise,"@ death_by_spork haha like anyway , although miss spork pic ... where do go ?"
empty,retweete @ geardiarysite : win an at & amp ; t pantech matrix pro http : //tinyurl.com / d56mqf 's easy enter ! go do !
happiness,good morning ... hope throw back some coffee like right now !
love,"@ afwife08 good morning , good wakeup music"
happiness,"hoisin duck pizza , salt pepper pizza gelato dinner edmund jade . good time !"
neutral,@ phomor can not put off age but can put off grumpiness
relief,@ mylestone at least be big enough month old will not find swallow before yo track down !
neutral,11y / o daughter just have kind argument do not mind have over who love other more
neutral,safari beta off firefox
worry,@ rossyflossy haha get senior license next friday ! ! ! !
relief,"reinstall ubuntu laptop , this time use ext4 ; new filesystem . system boot time , from grub full operability : second"
happiness,"@ williamfdevault ' ve send twitter invite poet friend , ' m hope they will come poetize , would love see more poet here # poet"
happiness,"@ justinbazan maybe because get hour ago from an awesome night ? nah , can not be ."
happiness,@ whatswithinu ' m very much tune your word today . thank .
neutral,"strong wind . more than than rain , ' m ready embrace darkness accompanie even drizzle . such pessimist"
happiness,@ pleasebemine australia get may 4th off ! enjoy
worry,@ sir_benzo first step recory admit .
sadness,go she last full day school . life good .
worry,hope unni will make audition fight dahye unni
worry,"hey , i m chillin right now , gettin ready school mohawk kidd"
neutral,http : //twitpic.com/4jffz haha .. this ! bedroom .
surprise,@ plc sorry would not believe how much feedback we get menu bar icon . next version will be lot more subtle
surprise,@ thurstyturtle ha ha how much ? thank start follow .
surprise,"@ nkangel74 wow , germany , would be fun ! if could just meet they , just once , would be good ."
love,@ nhoustonreed hi ! ! how be ? be an amazne actress greet from slovenia
empty,"@ mizzannabel I m not supermodel , still eat mcdonald baby that s just ! xxx"
happiness,hey everybody ! hah this day cool ! just get back from walk dog ... @ klaudialorincz omgosh ! send link again please !
worry,' m bored be lazy . away shower go out !
neutral,portfolio v2 upload ! any comment feedback be warmly welcome ! http : //www.maxiin.net/
neutral,"today start groom academy , wish luck ."
enthusiasm,"@ jansimpson good afternoon , hope great week"
neutral,mattcutts.com : domain umzug und neues design http : //redir.ec / if2b ...
empty,"@ becabear p.s . cull handful , esp follower ( spam one nsfw link do not click ) . make cut though"
worry,deffinately need clean bookbag . but no time ! need leave next second not be late school . ... oh well
love,@ taylorswift13 http : //twitpic.com/4gnlp fantastical
happiness,@ goldenboyluke be sure go by blog today check out your friend bet some new one today !
happiness,"@ msstacy13 well , thank think ! if ever do get scratch one , well , ' m right here !"
happiness,@ mrmarketingman thanks movie review !
neutral,@ patgarrat657961 thank
neutral,"just leave brooklyn going uptown some latin coffee dollar sandwich , can not find downtown brooklyn , where brooklyn"
happiness,"@ aprilamiller its : evening , sunset time"
love,what nice young guy at dunkin donut let go first
happiness,just check email get follower withb same name as living oz . welcome board alrer ego @ changa13
happiness,our christian mobile directory run ! just month old visit http : //tiny.cc / caribdir
neutral,"@ neo_indian hehe very true but ' ve get color advantage , which complete americans not"
happiness,calculator make lot little algebra baby today
neutral,@ ruimoura take month understand your avatar
neutral,"@ rebecca_leigh thank , ! just try stay positive head space keep push through all . how be thing at your end ?"
happiness,back from school daily show be amazing go to watch again later think xd
happiness,"@ alycemadden why be not famous already ? lol very adoring fan , fan would do anything hehehe , I m no . fan"
love,@ littlefletcher can come guy brazil ? we will love if this happen !
love,"what s head now ? @ mileycyrus what s head next ? @ mileycyrus what s head later ? @ mileycyrus yeah , that s pretty much"
happiness,@ joycsc thank motivation return at about rate ' m inputte coffee
neutral,"@ zaroi dammit , beat"
happiness,@ gay_emo_zac good morning from france zaccie
neutral,never see wall - e. be confuse because have no idea what guy be talk about ... hehe ! now do though !
enthusiasm,everybody welcome @ purpletonic ! ! ! hello nicole ; )
neutral,be still be hour at home day have begin ... go to drink lot coffee today .
neutral,through fire flame dragonforce
happiness,"@ petecooper happy anniversary @ fluffymuppet ! hope many , many more . all good from all we"
happiness,off work ... still & quot ; recovering & quot ; from an amazing beautiful weekend . mention how incredible friend be ? ?
worry,@ joshtastic1 be like rest we this miserable bank holiday.then lol
happiness,instal inav iblue v2 theme ... give fresh feel http : //twitpic.com/4jfg4
surprise,"know people say power nap be good all time , but kinda always miss alarm"
fun,funniest desktop ever : http : //mobypicture.com/ ? ee2ij3 this way can see collegue .
neutral,@ sarahjanderson skinny dipping work colleague ? ! maybe not . would never live down this lot !
love,@ hayleytxxx hey ! yay ! thank ! wow ur page awesome ! ! ! ! !
neutral,@ philkspencer thank ' mckenzie '
happiness,@ mikedignammusic coool thank lot xxx
fun,@ nessie111 play man utd.kick off : .champions league 2nd leg.lol
happiness,@ latham they do indeed glad hear everything good . ' m great life good
neutral,@ kbeilz already get ticket ; thank make sure though !
enthusiasm,@ lauraduhaime hello how be
happiness,morning all ! great day ! off school go
love,buy first mac
love,@ jessclarke as proper journo would agree % !
worry,@ iamstevezapp ' ve notice ! enjoy another rainy day !
worry,@ angryyoungman2 thought might be interested @ tweetphoto http : //tweetphoto.com . see who be view your photo !
fun,record an acoustic track ! sexy kid !
worry,@ alxconn sorry hear . keep faith though . might not be as bad as think .
neutral,@ squink suppose be an unrelated ( story - wise ) new part fallout series they be work ... only name out
empty,@ _ aislinntighee yeah . be really annoying
love,@ melmcmahon great house sell ! come complete ride mower ! !
neutral,one liner movie review http : //bit.ly/18zd0k can add more ?
relief,"sit shadow tree heart city listening panic ! .. wait bus thank , wind , be pleasant ..."
love,@ filmfinancier cowboy western ... not see those while . good luck
neutral,good morning fellow tweeter
happiness,@ torenheksje thank retweet !
happiness,' m done.haha . house md marathon ulet
happiness,@ leifreak8 hi miss . isabelle here . : ]
worry,"@ holger_bba ooh , nice well guess not nice at moment , be windy rainy . but like rain"
fun,@ dizzybunny . haha . rite . I m freeeeeeee . britney spear listenin time .
surprise,god assignment be stressful but its finish now lol I m off bedd
worry,@ baknitter haha ie ... be expensive ! ! ! ! hm ... let message later
love,put up half naked dougie poster love sugar 's ladmag
neutral,@ brb022 would prefer more monday
fun,@ kg86 aww .. thank bro ! glad get active twitter !
worry,watch final underbelly
neutral,@ evlynn keep try ... take text all week long ...
happiness,off england during summer holiday this year .... yay !
love,peace ! good morning
happiness,'s raining !
worry,@ rhonddalad yeah hun be good night ankile even more fuck now tho
happiness,thankful rain our garden ! kid be start our gardening lapbook ( thank heidi http : //www.lapbooklessons.com/
neutral,do guy like fish stick ?
enthusiasm,buy italian horseshoe charm . dragon ! seem be very strong
worry,get phone back this week yeeeewww
love,lie new lab pup lap
happiness,@ katherine_kelly pj day be good day
happiness,@ brunnaxo do not be worried ! ' m safe sound ! & lt ; !
love,have much fun today love alyssa arellano mika reyes : *
neutral,tea at lee rosy 's
happiness,good morning ! be going be kick - butt day !
worry,"@ agriggs8 what take , be soooo drag his ass up there !"
happiness,morning sunshiine
neutral,"@ shebunny yes be , do want meet ?"
enthusiasm,off today ! no wonder love monday ! movie theatre .... here come .
neutral,@ keza34 hi babe how do
love,very good morning ! coffee taylor swift cd start off
relief,go to try get couple hour sleep . love go bed at am . later twitter
enthusiasm,about again todayy yayy ! ! !
love,stay afterschool today not any & quot ; friend & quot ; here but if do would tell them text lol likin ' us & lt ;
happiness,@ dayteed cool ! linux ?
happiness,happy star war day everyone ! may 4th be all xxx
relief,@ mastersavage everything fine now
worry,@ inkspotworkshop he will be july ! ' m just soo stoke ! ! ! ! especially since he sleep we lol he refuse wear diaper anymore
fun,"good morning , everyone ! just finish breakfast , get ready see what this wonderful day have store !"
happiness,@ thereisaseason 's fun see glimpse your life
neutral,@ jazzwerewolf lol . get about same reaction when mention new goal kona triathlon now boston marathon do .
neutral,@ love_idol look new sms send solution ? http : //promotion.itagg.com get ï¿½6 free sms every itagg !
sadness,@ ankurb just kid ! do not go around quote
empty,@ bnycastro til next asaran
sadness,@ misfitdior good morning misfit * pass tylenol *
happiness,@ cbmagazine thank reminder . hope all great time
neutral,http : //twitpic.com/4jfkw afc ! oh yess
love,be watchinggg new video @ vvbrown its sooo good addicted !
worry,do fnr fox charlotte . about record online commentary . find at www.myfoxcharlotte.com under rise tab . great team fnr
happiness,coffee . gym . studio . story . . . life . these . day . grateful .
love,@ kimberlycouzen love these clutch ! ' m lust after one bright yellow
neutral,off run . moon - day not bad after all ... # fb
neutral,check this video out -- bylaurenluke make up launch~ they be here available now http : //tinyurl.com / cudamo
happiness,@ taylorswift13 create account just get chance chat ( : admire ! be amazing ! inspire write & lt ;
worry,"@ anthonyqkiernan ha ! pc router be off again many time , assure . funny thing laptop phone connect fine !"
relief,be worth
surprise,think limit letter really not fair . would be well
relief,finally off now day start be nice ... maybe nice ending ; )
surprise,hope everyone have be have great week . let know if think I m crazy hate coffee xd .
neutral,currently watch supernatural whilst wait skin come
love,@ dez4jc @ goldengoodas thank hun ! ! ' m work hard over here ... thank mama ! ! yuhh ! ! !
neutral,"whoa , ' ve got go bed , night !"
enthusiasm,"@ davidarchie hope find nice healthy , also cheap , breakfast !"
love,"@ jurgen if see at nova monday , ticket be only $"
relief,report form iit delhi rain just start here .. pick up speed ... provide welcome relief all hostel ! !
fun,"@ llauren _ have very lazy day , play xbox drinking tea"
worry,@ swbuehler do not let he hear
love,feel love ! mom get nikon cool pix birthday ! ! ! !
happiness,"dear daniel , good news from nintendo ! they want as potential lotchecktester ! hoffentlich wird be mit der stelle"
love,' m feelin aiden today ! bus now die romatic ! ! !
love,happy star war day everyone ! may 4th be
neutral,"@ danalar yeah , post news blog yesterday ."
